student_id,name,class,board
243,Student_243,10,CBSE
244,Student_244,9,CBSE
245,Student_245,10,SSC
246,Student_246,9,CBSE
247,Student_247,10,SSC
248,Student_248,9,SSC
249,Student_249,10,CBSE
250,Student_250,9,CBSE
251,Student_251,9,SSC
252,Student_252,10,SSC
253,Student_253,10,SSC
254,Student_254,10,SSC
255,Student_255,10,CBSE
256,Student_256,9,SSC
257,Student_257,10,SSC
258,Student_258,9,CBSE
259,Student_259,9,SSC
260,Student_260,9,SSC
261,Student_261,10,SSC
262,Student_262,10,SSC
263,Student_263,10,SSC
264,Student_264,9,CBSE
265,Student_265,9,CBSE
266,Student_266,10,SSC
267,Student_267,10,SSC
268,Student_268,9,SSC
269,Student_269,10,CBSE
270,Student_270,10,CBSE
271,Student_271,9,SSC
272,Student_272,9,SSC
273,Student_273,9,SSC
274,Student_274,10,SSC
275,Student_275,9,CBSE
276,Student_276,9,CBSE
277,Student_277,9,CBSE
278,Student_278,9,CBSE
279,Student_279,10,SSC
280,Student_280,10,CBSE
281,Student_281,9,CBSE
282,Student_282,9,CBSE
283,Student_283,10,CBSE
284,Student_284,10,CBSE
285,Student_285,9,CBSE
286,Student_286,10,CBSE
287,Student_287,10,SSC
288,Student_288,9,SSC
289,Student_289,10,SSC
290,Student_290,10,SSC
291,Student_291,9,SSC
292,Student_292,9,CBSE
293,Student_293,9,SSC
294,Student_294,9,CBSE
295,Student_295,10,CBSE
296,Student_296,10,SSC
297,Student_297,9,CBSE
298,Student_298,9,SSC
299,Student_299,10,CBSE
300,Student_300,9,SSC
301,Student_301,10,CBSE
302,Student_302,10,SSC
303,Student_303,10,CBSE
304,Student_304,10,SSC
305,Student_305,9,SSC
306,Student_306,10,CBSE
307,Student_307,9,SSC
308,Student_308,10,CBSE
309,Student_309,9,CBSE
310,Student_310,9,CBSE
311,Student_311,10,CBSE
312,Student_312,9,SSC
313,Student_313,10,SSC
314,Student_314,10,SSC
315,Student_315,10,CBSE
316,Student_316,9,SSC
317,Student_317,9,CBSE
318,Student_318,9,CBSE
319,Student_319,9,CBSE
320,Student_320,10,CBSE
321,Student_321,10,CBSE
322,Student_322,9,CBSE
323,Student_323,10,CBSE
324,Student_324,9,SSC
325,Student_325,9,CBSE
326,Student_326,9,SSC
327,Student_327,9,CBSE
328,Student_328,10,SSC
329,Student_329,9,CBSE
330,Student_330,9,SSC
331,Student_331,10,CBSE
332,Student_332,9,CBSE
333,Student_333,10,CBSE
334,Student_334,9,CBSE
335,Student_335,10,SSC
336,Student_336,10,SSC
337,Student_337,10,CBSE
338,Student_338,10,SSC
339,Student_339,10,SSC
340,Student_340,9,SSC
341,Student_341,10,SSC
342,Student_342,10,SSC
343,Student_343,9,SSC
344,Student_344,9,SSC
345,Student_345,10,CBSE
346,Student_346,10,CBSE
347,Student_347,10,SSC
348,Student_348,10,CBSE
349,Student_349,9,CBSE
350,Student_350,10,SSC
351,Student_351,10,CBSE
352,Student_352,9,CBSE
353,Student_353,9,CBSE
354,Student_354,10,SSC
355,Student_355,9,SSC
356,Student_356,10,SSC
357,Student_357,10,SSC
358,Student_358,10,SSC
359,Student_359,9,SSC
360,Student_360,9,CBSE
361,Student_361,10,CBSE
362,Student_362,10,SSC
363,Student_363,9,CBSE
364,Student_364,9,CBSE
365,Student_365,9,SSC
366,Student_366,10,SSC
367,Student_367,10,CBSE
368,Student_368,10,SSC
369,Student_369,9,CBSE
370,Student_370,10,SSC
371,Student_371,10,CBSE
372,Student_372,9,SSC
373,Student_373,9,CBSE
374,Student_374,9,SSC
375,Student_375,10,CBSE
376,Student_376,9,CBSE
377,Student_377,9,SSC
378,Student_378,10,CBSE
379,Student_379,10,SSC
380,Student_380,9,SSC
381,Student_381,10,SSC
382,Student_382,10,CBSE
383,Student_383,9,CBSE
384,Student_384,9,SSC
385,Student_385,9,CBSE
386,Student_386,9,CBSE
387,Student_387,10,SSC
388,Student_388,9,SSC
389,Student_389,10,CBSE
390,Student_390,9,SSC
391,Student_391,9,SSC
392,Student_392,9,CBSE
393,Student_393,9,SSC
394,Student_394,9,CBSE
395,Student_395,9,SSC
396,Student_396,10,CBSE
397,Student_397,9,SSC
398,Student_398,9,CBSE
399,Student_399,9,SSC
400,Student_400,9,SSC
401,Student_401,9,SSC
402,Student_402,10,CBSE
403,Student_403,9,SSC
404,Student_404,9,CBSE
405,Student_405,10,CBSE
406,Student_406,9,SSC
407,Student_407,9,CBSE
408,Student_408,9,SSC
409,Student_409,10,CBSE
410,Student_410,9,CBSE
411,Student_411,10,CBSE
412,Student_412,10,CBSE
413,Student_413,9,SSC
414,Student_414,10,SSC
415,Student_415,10,CBSE
416,Student_416,10,CBSE
417,Student_417,9,SSC
418,Student_418,10,SSC
419,Student_419,10,CBSE
420,Student_420,10,CBSE
421,Student_421,9,SSC
422,Student_422,9,SSC
423,Student_423,9,SSC
424,Student_424,9,SSC
425,Student_425,9,CBSE
426,Student_426,9,SSC
427,Student_427,10,SSC
428,Student_428,10,CBSE
429,Student_429,10,SSC
430,Student_430,10,SSC
431,Student_431,10,SSC
432,Student_432,10,SSC
433,Student_433,10,SSC
434,Student_434,10,CBSE
435,Student_435,9,SSC
436,Student_436,9,CBSE
437,Student_437,9,SSC
438,Student_438,10,CBSE
439,Student_439,10,SSC
440,Student_440,9,CBSE
441,Student_441,10,SSC
442,Student_442,9,SSC
443,Student_443,9,CBSE
444,Student_444,9,SSC
445,Student_445,9,SSC
446,Student_446,9,CBSE
447,Student_447,9,SSC
448,Student_448,9,CBSE
449,Student_449,10,CBSE
450,Student_450,10,CBSE
451,Student_451,9,CBSE
452,Student_452,10,SSC
453,Student_453,9,CBSE
454,Student_454,9,SSC
455,Student_455,10,SSC
456,Student_456,9,SSC
457,Student_457,9,SSC
458,Student_458,9,SSC
459,Student_459,10,CBSE
460,Student_460,9,SSC
461,Student_461,9,CBSE
462,Student_462,9,SSC
463,Student_463,10,CBSE
464,Student_464,9,SSC
465,Student_465,9,SSC
466,Student_466,10,CBSE
467,Student_467,10,CBSE
468,Student_468,9,CBSE
469,Student_469,9,CBSE
470,Student_470,9,CBSE
471,Student_471,10,SSC
472,Student_472,9,CBSE
473,Student_473,10,SSC
474,Student_474,9,SSC
475,Student_475,10,CBSE
476,Student_476,9,SSC
477,Student_477,10,CBSE
478,Student_478,10,CBSE
479,Student_479,10,SSC
480,Student_480,9,CBSE
481,Student_481,9,SSC
482,Student_482,9,SSC
483,Student_483,9,CBSE
484,Student_484,9,CBSE
485,Student_485,10,SSC
486,Student_486,9,SSC
487,Student_487,9,CBSE
488,Student_488,10,SSC
489,Student_489,10,SSC
490,Student_490,10,SSC
491,Student_491,9,SSC
492,Student_492,10,SSC
493,Student_493,9,SSC
494,Student_494,9,CBSE
495,Student_495,10,SSC
496,Student_496,9,CBSE
497,Student_497,10,CBSE
498,Student_498,9,SSC
499,Student_499,10,CBSE
500,Student_500,9,SSC
501,Student_501,9,CBSE
502,Student_502,9,SSC
503,Student_503,9,CBSE
504,Student_504,9,SSC
505,Student_505,10,CBSE
506,Student_506,9,CBSE
507,Student_507,10,CBSE
508,Student_508,10,SSC
509,Student_509,10,CBSE
510,Student_510,10,SSC
511,Student_511,10,SSC
512,Student_512,9,CBSE
513,Student_513,9,SSC
514,Student_514,10,SSC
515,Student_515,9,SSC
516,Student_516,9,CBSE
517,Student_517,9,CBSE
518,Student_518,10,CBSE
519,Student_519,10,CBSE
520,Student_520,9,CBSE
521,Student_521,10,SSC
522,Student_522,10,CBSE
523,Student_523,10,SSC
524,Student_524,9,SSC
525,Student_525,10,SSC
526,Student_526,10,CBSE
527,Student_527,10,CBSE
528,Student_528,10,SSC
529,Student_529,9,CBSE
530,Student_530,10,CBSE
531,Student_531,10,SSC
532,Student_532,9,CBSE
533,Student_533,9,SSC
534,Student_534,10,CBSE
535,Student_535,9,SSC
536,Student_536,10,SSC
537,Student_537,10,CBSE
538,Student_538,10,CBSE
539,Student_539,10,CBSE
540,Student_540,10,SSC
541,Student_541,9,SSC
542,Student_542,10,CBSE
543,Student_543,10,SSC
544,Student_544,9,CBSE
545,Student_545,9,CBSE
546,Student_546,10,CBSE
547,Student_547,10,CBSE
548,Student_548,10,SSC
549,Student_549,9,SSC
550,Student_550,10,SSC
551,Student_551,9,CBSE
552,Student_552,9,SSC
553,Student_553,9,SSC
554,Student_554,10,CBSE
555,Student_555,10,SSC
556,Student_556,9,SSC
557,Student_557,10,SSC
558,Student_558,9,SSC
559,Student_559,10,CBSE
560,Student_560,9,CBSE
561,Student_561,9,CBSE
562,Student_562,9,SSC
563,Student_563,10,SSC
564,Student_564,10,SSC
565,Student_565,10,SSC
566,Student_566,9,SSC
567,Student_567,10,SSC
568,Student_568,10,SSC
569,Student_569,10,SSC
570,Student_570,10,CBSE
571,Student_571,9,CBSE
572,Student_572,10,CBSE
573,Student_573,9,SSC
574,Student_574,10,SSC
575,Student_575,9,CBSE
576,Student_576,10,CBSE
577,Student_577,10,SSC
578,Student_578,10,SSC
579,Student_579,9,CBSE
580,Student_580,9,CBSE
581,Student_581,9,SSC
582,Student_582,10,CBSE
583,Student_583,10,SSC
584,Student_584,9,SSC
585,Student_585,9,SSC
586,Student_586,10,SSC
587,Student_587,9,CBSE
588,Student_588,9,CBSE
589,Student_589,9,SSC
590,Student_590,9,CBSE
591,Student_591,9,SSC
592,Student_592,9,SSC
593,Student_593,10,SSC
594,Student_594,10,CBSE
595,Student_595,9,SSC
596,Student_596,10,CBSE
597,Student_597,10,SSC
598,Student_598,10,CBSE
599,Student_599,9,CBSE
600,Student_600,10,CBSE
601,Student_601,10,CBSE
602,Student_602,10,SSC
603,Student_603,10,CBSE
604,Student_604,9,CBSE
605,Student_605,9,CBSE
606,Student_606,9,SSC
607,Student_607,10,SSC
608,Student_608,10,CBSE
609,Student_609,9,SSC
610,Student_610,10,CBSE
611,Student_611,10,CBSE
612,Student_612,10,CBSE
613,Student_613,9,SSC
614,Student_614,10,CBSE
615,Student_615,9,SSC
616,Student_616,10,SSC
617,Student_617,10,SSC
618,Student_618,10,SSC
619,Student_619,9,CBSE
620,Student_620,10,SSC
621,Student_621,9,SSC
622,Student_622,9,CBSE
623,Student_623,10,CBSE
624,Student_624,9,SSC
625,Student_625,10,CBSE
626,Student_626,9,SSC
627,Student_627,9,SSC
628,Student_628,10,SSC
629,Student_629,9,CBSE
630,Student_630,9,SSC
631,Student_631,9,SSC
632,Student_632,9,CBSE
633,Student_633,9,CBSE
634,Student_634,9,SSC
635,Student_635,10,CBSE
636,Student_636,9,SSC
637,Student_637,9,SSC
638,Student_638,10,SSC
639,Student_639,10,SSC
640,Student_640,10,SSC
641,Student_641,10,CBSE
642,Student_642,10,CBSE
643,Student_643,10,SSC
644,Student_644,10,SSC
645,Student_645,10,CBSE
646,Student_646,9,SSC
647,Student_647,9,SSC
648,Student_648,10,SSC
649,Student_649,9,CBSE
650,Student_650,9,SSC
651,Student_651,9,CBSE
652,Student_652,9,CBSE
653,Student_653,9,SSC
654,Student_654,10,SSC
655,Student_655,10,CBSE
656,Student_656,10,CBSE
657,Student_657,9,SSC
658,Student_658,10,SSC
659,Student_659,9,SSC
660,Student_660,9,CBSE
661,Student_661,10,CBSE
662,Student_662,10,CBSE
663,Student_663,10,CBSE
664,Student_664,9,CBSE
665,Student_665,10,SSC
666,Student_666,9,SSC
667,Student_667,10,CBSE
668,Student_668,9,CBSE
669,Student_669,10,CBSE
670,Student_670,10,SSC
671,Student_671,9,CBSE
672,Student_672,9,SSC
673,Student_673,10,CBSE
674,Student_674,9,SSC
675,Student_675,9,SSC
676,Student_676,9,CBSE
677,Student_677,9,CBSE
678,Student_678,10,CBSE
679,Student_679,9,SSC
680,Student_680,9,SSC
681,Student_681,9,SSC
682,Student_682,10,SSC
683,Student_683,9,CBSE
684,Student_684,9,SSC
685,Student_685,10,CBSE
686,Student_686,9,SSC
687,Student_687,10,CBSE
688,Student_688,10,SSC
689,Student_689,9,CBSE
690,Student_690,10,CBSE
691,Student_691,10,CBSE
692,Student_692,10,SSC
693,Student_693,9,SSC
694,Student_694,10,CBSE
695,Student_695,10,CBSE
696,Student_696,9,CBSE
697,Student_697,9,SSC
698,Student_698,10,SSC
699,Student_699,10,CBSE
700,Student_700,9,SSC
701,Student_701,10,CBSE
702,Student_702,10,CBSE
703,Student_703,10,CBSE
704,Student_704,10,SSC
705,Student_705,10,SSC
706,Student_706,10,SSC
707,Student_707,10,CBSE
708,Student_708,9,SSC
709,Student_709,10,SSC
710,Student_710,9,SSC
711,Student_711,9,CBSE
712,Student_712,10,CBSE
713,Student_713,10,CBSE
714,Student_714,9,CBSE
715,Student_715,9,SSC
716,Student_716,10,SSC
717,Student_717,10,SSC
718,Student_718,10,CBSE
719,Student_719,9,CBSE
720,Student_720,10,CBSE
721,Student_721,9,SSC
722,Student_722,9,CBSE
723,Student_723,9,SSC
724,Student_724,9,CBSE
725,Student_725,10,CBSE
726,Student_726,9,CBSE
727,Student_727,9,SSC
728,Student_728,10,CBSE
729,Student_729,9,CBSE
730,Student_730,10,SSC
731,Student_731,9,CBSE
732,Student_732,10,CBSE
733,Student_733,9,SSC
734,Student_734,10,SSC
735,Student_735,10,SSC
736,Student_736,10,CBSE
737,Student_737,9,CBSE
738,Student_738,9,CBSE
739,Student_739,10,SSC
740,Student_740,9,SSC
741,Student_741,9,SSC
742,Student_742,10,CBSE
743,Student_743,10,SSC
744,Student_744,10,SSC
745,Student_745,9,SSC
746,Student_746,9,CBSE
747,Student_747,10,SSC
748,Student_748,10,SSC
749,Student_749,9,CBSE
750,Student_750,10,SSC
751,Student_751,10,SSC
752,Student_752,10,SSC
753,Student_753,9,SSC
754,Student_754,10,SSC
755,Student_755,9,SSC
756,Student_756,10,CBSE
757,Student_757,10,CBSE
758,Student_758,9,SSC
759,Student_759,10,SSC
760,Student_760,10,SSC
761,Student_761,9,CBSE
762,Student_762,10,SSC
763,Student_763,9,CBSE
764,Student_764,9,CBSE
765,Student_765,10,SSC
766,Student_766,10,SSC
767,Student_767,10,CBSE
768,Student_768,9,SSC
769,Student_769,9,SSC
770,Student_770,9,SSC
771,Student_771,9,SSC
772,Student_772,10,CBSE
773,Student_773,9,CBSE
774,Student_774,9,SSC
775,Student_775,10,CBSE
776,Student_776,10,SSC
777,Student_777,9,CBSE
778,Student_778,10,CBSE
779,Student_779,10,CBSE
780,Student_780,9,CBSE
781,Student_781,10,SSC
782,Student_782,9,CBSE
783,Student_783,10,SSC
784,Student_784,10,CBSE
785,Student_785,9,CBSE
786,Student_786,9,CBSE
787,Student_787,9,SSC
788,Student_788,9,SSC
789,Student_789,10,CBSE
790,Student_790,10,CBSE
791,Student_791,9,CBSE
792,Student_792,9,SSC
793,Student_793,9,SSC
794,Student_794,9,SSC
795,Student_795,9,SSC
796,Student_796,10,CBSE
797,Student_797,9,SSC
798,Student_798,10,CBSE
799,Student_799,9,SSC
800,Student_800,10,CBSE
801,Student_801,9,CBSE
802,Student_802,9,CBSE
803,Student_803,10,SSC
804,Student_804,9,CBSE
805,Student_805,10,CBSE
806,Student_806,9,SSC
807,Student_807,9,CBSE
808,Student_808,10,CBSE
809,Student_809,10,CBSE
810,Student_810,9,CBSE
811,Student_811,10,SSC
812,Student_812,10,SSC
813,Student_813,10,SSC
814,Student_814,9,CBSE
815,Student_815,9,CBSE
816,Student_816,10,SSC
817,Student_817,9,CBSE
818,Student_818,10,SSC
819,Student_819,10,SSC
820,Student_820,10,CBSE
821,Student_821,9,SSC
822,Student_822,10,CBSE
823,Student_823,9,CBSE
824,Student_824,10,SSC
825,Student_825,10,CBSE
826,Student_826,9,SSC
827,Student_827,10,CBSE
828,Student_828,9,SSC
829,Student_829,10,CBSE
830,Student_830,9,SSC
831,Student_831,9,SSC
832,Student_832,10,CBSE
833,Student_833,9,SSC
834,Student_834,10,CBSE
835,Student_835,9,CBSE
836,Student_836,9,SSC
837,Student_837,10,SSC
838,Student_838,9,SSC
839,Student_839,9,SSC
840,Student_840,9,CBSE
841,Student_841,10,CBSE
842,Student_842,9,SSC
843,Student_843,9,SSC
844,Student_844,10,CBSE
845,Student_845,10,CBSE
846,Student_846,10,SSC
847,Student_847,9,SSC
848,Student_848,9,SSC
849,Student_849,9,SSC
850,Student_850,9,CBSE
851,Student_851,10,CBSE
852,Student_852,9,CBSE
853,Student_853,10,CBSE
854,Student_854,9,SSC
855,Student_855,9,SSC
856,Student_856,9,SSC
857,Student_857,10,CBSE
858,Student_858,10,SSC
859,Student_859,9,CBSE
860,Student_860,10,SSC
861,Student_861,9,CBSE
862,Student_862,10,SSC
863,Student_863,9,SSC
864,Student_864,9,CBSE
865,Student_865,9,SSC
866,Student_866,10,SSC
867,Student_867,9,SSC
868,Student_868,9,CBSE
869,Student_869,9,CBSE
870,Student_870,9,SSC
871,Student_871,9,SSC
872,Student_872,9,CBSE
873,Student_873,9,CBSE
874,Student_874,10,CBSE
875,Student_875,10,CBSE
876,Student_876,9,SSC
877,Student_877,10,CBSE
878,Student_878,10,SSC
879,Student_879,10,CBSE
880,Student_880,9,CBSE
881,Student_881,9,CBSE
882,Student_882,9,CBSE
883,Student_883,10,SSC
884,Student_884,10,SSC
885,Student_885,9,CBSE
886,Student_886,9,SSC
887,Student_887,9,CBSE
888,Student_888,10,CBSE
889,Student_889,10,CBSE
890,Student_890,10,SSC
891,Student_891,10,SSC
892,Student_892,10,CBSE
893,Student_893,10,CBSE
894,Student_894,9,CBSE
895,Student_895,9,SSC
896,Student_896,10,CBSE
897,Student_897,9,CBSE
898,Student_898,9,SSC
899,Student_899,9,CBSE
900,Student_900,10,CBSE
901,Student_901,9,SSC
902,Student_902,9,SSC
903,Student_903,9,SSC
904,Student_904,10,CBSE
905,Student_905,9,CBSE
906,Student_906,10,SSC
907,Student_907,9,CBSE
908,Student_908,10,CBSE
909,Student_909,9,CBSE
910,Student_910,9,SSC
911,Student_911,10,SSC
912,Student_912,10,CBSE
913,Student_913,9,SSC
914,Student_914,10,SSC
915,Student_915,9,SSC
916,Student_916,9,CBSE
917,Student_917,9,CBSE
918,Student_918,9,SSC
919,Student_919,9,CBSE
920,Student_920,10,CBSE
921,Student_921,9,CBSE
922,Student_922,9,SSC
923,Student_923,9,SSC
924,Student_924,10,SSC
925,Student_925,9,CBSE
926,Student_926,9,CBSE
927,Student_927,9,CBSE
928,Student_928,10,SSC
929,Student_929,9,CBSE
930,Student_930,9,SSC
931,Student_931,10,SSC
932,Student_932,9,SSC
933,Student_933,10,SSC
934,Student_934,9,CBSE
935,Student_935,9,SSC
936,Student_936,10,CBSE
937,Student_937,10,SSC
938,Student_938,10,CBSE
939,Student_939,9,CBSE
940,Student_940,9,CBSE
941,Student_941,10,CBSE
942,Student_942,9,SSC
943,Student_943,9,CBSE
944,Student_944,9,CBSE
945,Student_945,9,SSC
946,Student_946,10,SSC
947,Student_947,9,SSC
948,Student_948,10,CBSE
949,Student_949,9,CBSE
950,Student_950,10,SSC
951,Student_951,10,SSC
952,Student_952,9,SSC
953,Student_953,9,SSC
954,Student_954,10,SSC
955,Student_955,10,CBSE
956,Student_956,10,SSC
957,Student_957,9,CBSE
958,Student_958,9,SSC
959,Student_959,9,CBSE
960,Student_960,10,CBSE
961,Student_961,9,CBSE
962,Student_962,9,SSC
963,Student_963,10,SSC
964,Student_964,10,SSC
965,Student_965,9,CBSE
966,Student_966,10,CBSE
967,Student_967,10,CBSE
968,Student_968,10,SSC
969,Student_969,9,CBSE
970,Student_970,9,CBSE
971,Student_971,10,CBSE
972,Student_972,9,CBSE
973,Student_973,10,CBSE
974,Student_974,10,SSC
975,Student_975,10,CBSE
976,Student_976,10,CBSE
977,Student_977,9,CBSE
978,Student_978,9,CBSE
979,Student_979,10,SSC
980,Student_980,10,CBSE
981,Student_981,9,SSC
982,Student_982,9,SSC
983,Student_983,10,SSC
984,Student_984,10,CBSE
985,Student_985,10,SSC
986,Student_986,10,CBSE
987,Student_987,10,CBSE
988,Student_988,10,CBSE
989,Student_989,9,SSC
990,Student_990,10,SSC
991,Student_991,10,CBSE
992,Student_992,10,SSC
993,Student_993,10,SSC
994,Student_994,10,CBSE
995,Student_995,9,SSC
996,Student_996,9,SSC
997,Student_997,9,CBSE
998,Student_998,9,CBSE
999,Student_999,10,SSC
1000,Student_1000,10,CBSE
1001,Student_1001,10,CBSE
1002,Student_1002,9,CBSE
1003,Student_1003,10,CBSE
1004,Student_1004,9,SSC
1005,Student_1005,10,SSC
1006,Student_1006,9,CBSE
1007,Student_1007,9,CBSE
1008,Student_1008,9,SSC
1009,Student_1009,10,CBSE
1010,Student_1010,9,SSC
1011,Student_1011,10,SSC
1012,Student_1012,9,SSC
1013,Student_1013,9,CBSE
1014,Student_1014,9,SSC
1015,Student_1015,9,SSC
1016,Student_1016,10,CBSE
1017,Student_1017,10,CBSE
1018,Student_1018,10,SSC
1019,Student_1019,10,SSC
1020,Student_1020,9,CBSE
1021,Student_1021,9,SSC
1022,Student_1022,9,SSC
1023,Student_1023,10,SSC
1024,Student_1024,9,SSC
1025,Student_1025,9,CBSE
1026,Student_1026,9,SSC
1027,Student_1027,10,SSC
1028,Student_1028,10,SSC
1029,Student_1029,9,CBSE
1030,Student_1030,10,CBSE
1031,Student_1031,10,CBSE
